X,exp_date,sampleID,clutch_number,reef.abbrv,tank,dev.temp,replicate,system,chamber,rep,male,female,region,population,male_standard_length,male_mass,female_standard_length,female_mass,male_lat,male_long,female_lat,female_long,clutch_order,days_in_treatment,egg_count,date_of_hatch,hatching_time,hatching_success,intercept_b0,slope_b1,rsq,row,endrow,time,time_lag_sec,time_lag_min,endtime,oxy,endoxy,rate.input,rank,rate,oxy.unit,time.unit,volume,mass,area,S,t,P,rate.abs,rate.m.spec,rate.a.spec,output.unit,rate.output,rate.output2,Temperature,age
3,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,4,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,232.7106629,-0.037917769,0.969,935,1024,3572.79,1201.04,20.01733333,3692.77,97.045,91.999,-0.037366457,1,-0.037366457,%Air,sec,0.07051,0.0014525,NA,37,30.057,1.019,-0.586209738,-403.5867388,NA,mgO2/hr/kg,403.5867388,0.586209738,30.257,115
4,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,6,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,247.5826298,-0.034599758,0.982,1528,1616,4372.38,2000.63,33.34383333,4491.15,96.665,92.329,-0.033819712,1,-0.033819712,%Air,sec,0.07051,0.0014525,NA,37,30.032,1.019,-0.530776932,-365.4230171,NA,mgO2/hr/kg,365.4230171,0.530776932,30.232,115
5,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,7,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,241.9109435,-0.030211707,0.991,1825,1913,4772.78,2401.03,40.01716667,4891.46,97.762,94.039,-0.029317048,1,-0.029317048,%Air,sec,0.07051,0.0014525,NA,37,30.101,1.019,-0.459611065,-316.4275835,NA,mgO2/hr/kg,316.4275835,0.459611065,30.301,115
6,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,9,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,255.0912984,-0.028196773,0.981,2419,2508,5573.14,3201.39,53.3565,5693.02,97.934,94.723,-0.027072814,1,-0.027072814,%Air,sec,0.07051,0.0014525,NA,37,30.323,1.019,-0.422949318,-291.1871378,NA,mgO2/hr/kg,291.1871378,0.422949318,30.523,115
7,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,10,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,282.9753099,-0.030851167,0.986,2715,2804,5971.99,3600.24,60.004,6092.07,98.375,94.874,-0.029612997,1,-0.029612997,%Air,sec,0.07051,0.0014525,NA,37,30.491,1.019,-0.461416974,-317.6708943,NA,mgO2/hr/kg,317.6708943,0.461416974,30.691,115
8,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,11,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,314.9146159,-0.033912409,0.983,3012,3101,6371.98,4000.23,66.6705,6491.96,98.5,94.669,-0.032559744,1,-0.032559744,%Air,sec,0.07051,0.0014525,NA,37,30.529,1.019,-0.507030213,-349.0741571,NA,mgO2/hr/kg,349.0741571,0.507030213,30.729,115
9,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,12,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,330.4487426,-0.034244294,0.982,3310,3399,6773.14,4401.39,73.3565,6892.98,98.286,94.306,-0.032776806,1,-0.032776806,%Air,sec,0.07051,0.0014525,NA,37,30.717,1.019,-0.508912676,-350.3701725,NA,mgO2/hr/kg,350.3701725,0.508912676,30.917,115
10,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,14,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,315.2417243,-0.028726824,0.958,3904,3993,7572.72,5200.97,86.68283333,7692.56,97.607,93.686,-0.027030432,1,-0.027030432,%Air,sec,0.07051,0.0014525,NA,37,30.814,1.019,-0.419056319,-288.5069325,NA,mgO2/hr/kg,288.5069325,0.419056319,31.014,115
11,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,15,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,372.5668351,-0.034429972,0.988,4201,4290,7972.21,5600.46,93.341,8091.77,97.999,93.744,-0.032619253,1,-0.032619253,%Air,sec,0.07051,0.0014525,NA,37,30.994,1.019,-0.504284984,-347.1841544,NA,mgO2/hr/kg,347.1841544,0.504284984,31.194,115
12,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,16,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,453.1446615,-0.042389034,0.987,4498,4588,8371.83,6000.08,100.0013333,8493.01,97.921,92.62,-0.04046368,1,-0.04046368,%Air,sec,0.07051,0.0014525,NA,37,31.104,1.019,-0.624489081,-429.9408477,NA,mgO2/hr/kg,429.9408477,0.624489081,31.304,115
13,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,17,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,422.1392315,-0.036866622,0.975,4796,4885,8772.74,6400.99,106.6831667,8892.55,98.363,93.764,-0.034826692,1,-0.034826692,%Air,sec,0.07051,0.0014525,NA,37,31.165,1.019,-0.536982801,-369.6955603,NA,mgO2/hr/kg,369.6955603,0.536982801,31.365,115
14,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,18,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,515.2886483,-0.045472563,0.985,5093,5182,9172.22,6800.47,113.3411667,9291.97,97.786,92.759,-0.043318278,1,-0.043318278,%Air,sec,0.07051,0.0014525,NA,37,31.346,1.019,-0.666040714,-458.5478239,NA,mgO2/hr/kg,458.5478239,0.666040714,31.546,115
15,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,19,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,463.2194726,-0.038146214,0.992,5391,5480,9572.88,7201.13,120.0188333,9692.73,98.003,93.54,-0.035877214,1,-0.035877214,%Air,sec,0.07051,0.0014525,NA,37,31.313,1.019,-0.55191254,-379.9742097,NA,mgO2/hr/kg,379.9742097,0.55191254,31.513,115
16,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,20,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,473.9477572,-0.037725758,0.98,5688,5777,9972.91,7601.16,126.686,10092.63,97.884,93.078,-0.035342256,1,-0.035342256,%Air,sec,0.07051,0.0014525,NA,37,31.477,1.019,-0.542305102,-373.3597946,NA,mgO2/hr/kg,373.3597946,0.542305102,31.677,115
17,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,21,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,613.4448904,-0.049676922,0.993,5985,6074,10372.81,8001.06,133.351,10492.76,97.919,92.183,-0.047178904,1,-0.047178904,%Air,sec,0.07051,0.0014525,NA,37,31.624,1.019,-0.722289585,-497.2733804,NA,mgO2/hr/kg,497.2733804,0.722289585,31.824,115
18,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,22,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,595.7336954,-0.046201773,0.978,6282,6371,10772.32,8400.57,140.0095,10892.04,97.962,92.741,-0.043589416,1,-0.043589416,%Air,sec,0.07051,0.0014525,NA,37,31.702,1.019,-0.66653379,-458.8872908,NA,mgO2/hr/kg,458.8872908,0.66653379,31.902,115
19,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,23,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,633.4197051,-0.04791282,0.985,6579,6668,11171.85,8800.1,146.6683333,11291.65,97.934,92.205,-0.045186075,1,-0.045186075,%Air,sec,0.07051,0.0014525,NA,37,31.868,1.019,-0.689184812,-474.4817984,NA,mgO2/hr/kg,474.4817984,0.689184812,32.068,115
20,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,24,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,535.7455326,-0.037833808,0.99,6877,6966,11573.16,9201.41,153.3568333,11692.81,97.864,93.377,-0.034992196,1,-0.034992196,%Air,sec,0.07051,0.0014525,NA,37,31.907,1.019,-0.533386271,-367.219464,NA,mgO2/hr/kg,367.219464,0.533386271,32.107,115
21,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,25,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,661.6653646,-0.047079855,0.99,7174,7263,11972.82,9601.07,160.0178333,12092.75,97.73,92.092,-0.044123788,1,-0.044123788,%Air,sec,0.07051,0.0014525,NA,37,32.029,1.019,-0.671319859,-462.182347,NA,mgO2/hr/kg,462.182347,0.671319859,32.229,115
22,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,26,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,630.1526571,-0.042992948,0.983,7471,7560,12372.7,10000.95,166.6825,12492.46,97.932,93.228,-0.039922429,1,-0.039922429,%Air,sec,0.07051,0.0014525,NA,37,32.112,1.019,-0.606625451,-417.6423072,NA,mgO2/hr/kg,417.6423072,0.606625451,32.312,115
23,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,27,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,682.3811638,-0.045737009,0.976,7768,7857,12772.29,10400.54,173.3423333,12891.96,98.124,92.01,-0.042552108,1,-0.042552108,%Air,sec,0.07051,0.0014525,NA,37,32.312,1.019,-0.64460623,-443.790864,NA,mgO2/hr/kg,443.790864,0.64460623,32.512,115
24,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,28,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,680.450689,-0.044253921,0.99,8066,8155,13172.95,10801.2,180.02,13292.66,97.205,92.509,-0.040954312,1,-0.040954312,%Air,sec,0.07051,0.0014525,NA,37,32.303,1.019,-0.620487233,-427.1857024,NA,mgO2/hr/kg,427.1857024,0.620487233,32.503,115
25,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,29,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,723.0394507,-0.046065667,0.984,8363,8452,13572.7,11200.95,186.6825,13692.54,97.68,92.428,-0.0426516,1,-0.0426516,%Air,sec,0.07051,0.0014525,NA,37,32.445,1.019,-0.644801366,-443.9252093,NA,mgO2/hr/kg,443.9252093,0.644801366,32.645,115
26,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,30,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,783.7385952,-0.049095735,0.99,8659,8749,13971.25,11599.5,193.325,14092.19,97.846,92.075,-0.045567413,1,-0.045567413,%Air,sec,0.07051,0.0014525,NA,37,32.585,1.019,-0.687412288,-473.2614719,NA,mgO2/hr/kg,473.2614719,0.687412288,32.785,115
27,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,31,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,764.3927608,-0.046403075,0.986,8957,9046,14372.16,12000.41,200.0068333,14491.84,97.237,91.846,-0.042760162,1,-0.042760162,%Air,sec,0.07051,0.0014525,NA,37,32.686,1.019,-0.644071326,-443.4225996,NA,mgO2/hr/kg,443.4225996,0.644071326,32.886,115
28,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,32,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,727.1385706,-0.042644535,0.989,9255,9344,14773.19,12401.44,206.6906667,14892.84,97.297,92.264,-0.038886819,1,-0.038886819,%Air,sec,0.07051,0.0014525,NA,37,32.756,1.019,-0.585105732,-402.8266659,NA,mgO2/hr/kg,402.8266659,0.585105732,32.956,115
29,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,33,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,858.9354959,-0.050171966,0.996,9552,9641,15172.51,12800.76,213.346,15292.17,97.735,91.734,-0.046299931,1,-0.046299931,%Air,sec,0.07051,0.0014525,NA,37,32.875,1.019,-0.695387069,-478.751855,NA,mgO2/hr/kg,478.751855,0.695387069,33.075,115
30,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,34,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,922.4511646,-0.052994709,0.988,9850,9939,15573.17,13201.42,220.0236667,15692.92,97.39,90.49,-0.04900796,1,-0.04900796,%Air,sec,0.07051,0.0014525,NA,37,32.964,1.019,-0.73506546,-506.0691636,NA,mgO2/hr/kg,506.0691636,0.73506546,33.164,115
31,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,35,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,856.2209733,-0.047492325,0.993,10147,10236,15973.08,13601.33,226.6888333,16092.89,97.444,92.146,-0.043391082,1,-0.043391082,%Air,sec,0.07051,0.0014525,NA,37,33.114,1.019,-0.649340029,-447.0499342,NA,mgO2/hr/kg,447.0499342,0.649340029,33.314,115
32,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,36,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,913.1420118,-0.0498732,0.993,10442,10531,16372.09,14000.34,233.339,16491.76,96.72,90.37,-0.045657747,1,-0.045657747,%Air,sec,0.07051,0.0014525,NA,37,33.185,1.019,-0.68252614,-469.8975143,NA,mgO2/hr/kg,469.8975143,0.68252614,33.385,115
33,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,37,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,825.3871436,-0.043424697,0.992,10739,10828,16772.2,14400.45,240.0075,16892.2,97.207,91.855,-0.039094654,1,-0.039094654,%Air,sec,0.07051,0.0014525,NA,37,33.35,1.019,-0.582959867,-401.3493062,NA,mgO2/hr/kg,401.3493062,0.582959867,33.55,115
34,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,38,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,984.997371,-0.051707472,0.979,11035,11125,17171.11,14799.36,246.656,17292.17,97.154,90.811,-0.047263078,1,-0.047263078,%Air,sec,0.07051,0.0014525,NA,37,33.406,1.019,-0.704167579,-484.796956,NA,mgO2/hr/kg,484.796956,0.704167579,33.606,115
35,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,39,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1197.885422,-0.062622312,0.979,11333,11422,17572.57,15200.82,253.347,17692.28,97.298,89.584,-0.058063181,1,-0.058063181,%Air,sec,0.07051,0.0014525,NA,37,33.482,1.019,-0.864085683,-594.8954786,NA,mgO2/hr/kg,594.8954786,0.864085683,33.682,115
36,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,40,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1077.49247,-0.05456331,0.987,11629,11719,17971.16,15599.41,259.9901667,18092.37,96.409,90.482,-0.049889855,1,-0.049889855,%Air,sec,0.07051,0.0014525,NA,37,33.612,1.019,-0.74099852,-510.1538864,NA,mgO2/hr/kg,510.1538864,0.74099852,33.812,115
37,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,41,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1097.068212,-0.054421033,0.978,11927,12016,18372.18,16000.43,266.6738333,18491.96,97.125,90.026,-0.049632979,1,-0.049632979,%Air,sec,0.07051,0.0014525,NA,37,33.78,1.019,-0.73532228,-506.2459756,NA,mgO2/hr/kg,506.2459756,0.73532228,33.98,115
38,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,42,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1151.289774,-0.056126843,0.996,12224,12313,18772.55,16400.8,273.3466667,18892.24,97.541,90.844,-0.051224184,1,-0.051224184,%Air,sec,0.07051,0.0014525,NA,37,33.828,1.019,-0.758349121,-522.0992225,NA,mgO2/hr/kg,522.0992225,0.758349121,34.028,115
39,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,43,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1166.994245,-0.055792024,0.984,12521,12610,19172.23,16800.48,280.008,19292,96.972,91.12,-0.050774934,1,-0.050774934,%Air,sec,0.07051,0.0014525,NA,37,33.915,1.019,-0.750716886,-516.8446718,NA,mgO2/hr/kg,516.8446718,0.750716886,34.115,115
40,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,44,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1096.259564,-0.051010884,0.993,12818,12907,19572.1,17200.35,286.6725,19692.1,98.006,91.557,-0.045879285,1,-0.045879285,%Air,sec,0.07051,0.0014525,NA,37,33.99,1.019,-0.677571063,-466.4861017,NA,mgO2/hr/kg,466.4861017,0.677571063,34.19,115
41,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,45,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1243.092402,-0.05735808,0.987,13115,13204,19972.49,17600.74,293.3456667,20092.1,97.432,90.448,-0.052111913,1,-0.052111913,%Air,sec,0.07051,0.0014525,NA,37,34.151,1.019,-0.767763989,-528.5810593,NA,mgO2/hr/kg,528.5810593,0.767763989,34.351,115
42,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,46,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1345.73174,-0.061275238,0.986,13412,13501,20372.05,18000.3,300.005,20491.75,97.218,89.601,-0.055914673,1,-0.055914673,%Air,sec,0.07051,0.0014525,NA,37,34.227,1.019,-0.822853848,-566.5086735,NA,mgO2/hr/kg,566.5086735,0.822853848,34.427,115
43,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,47,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1161.704552,-0.051245809,0.971,13709,13798,20772.13,18400.38,306.673,20891.95,97.461,90.492,-0.045770692,1,-0.045770692,%Air,sec,0.07051,0.0014525,NA,37,34.353,1.019,-0.672305465,-462.8609053,NA,mgO2/hr/kg,462.8609053,0.672305465,34.553,115
44,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,48,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1332.505932,-0.058336505,0.991,14006,14095,21172.42,18800.67,313.3445,21292.4,97.087,90.156,-0.052746769,1,-0.052746769,%Air,sec,0.07051,0.0014525,NA,37,34.426,1.019,-0.773930165,-532.8262753,NA,mgO2/hr/kg,532.8262753,0.773930165,34.626,115
45,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,49,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1119.680677,-0.04739325,0.996,14302,14392,21571.61,19199.86,319.9976667,21692.73,97.251,91.892,-0.041689071,1,-0.041689071,%Air,sec,0.07051,0.0014525,NA,37,34.588,1.019,-0.610209912,-420.1100947,NA,mgO2/hr/kg,420.1100947,0.610209912,34.788,115
46,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,50,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1378.791845,-0.058324067,0.991,14600,14689,21972.81,19601.06,326.6843333,22092.7,97.408,90.111,-0.052505209,1,-0.052505209,%Air,sec,0.07051,0.0014525,NA,37,34.751,1.019,-0.766665588,-527.8248455,NA,mgO2/hr/kg,527.8248455,0.766665588,34.951,115
47,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,51,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1291.344512,-0.053363462,0.98,14897,14986,22372.74,20000.99,333.3498333,22492.23,97.449,90.75,-0.047430169,1,-0.047430169,%Air,sec,0.07051,0.0014525,NA,37,34.802,1.019,-0.692036535,-476.4451186,NA,mgO2/hr/kg,476.4451186,0.692036535,35.002,115
48,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,52,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1226.271981,-0.049564375,0.988,15195,15284,22773.31,20401.56,340.026,22892.96,97.74,92.148,-0.043516384,1,-0.043516384,%Air,sec,0.07051,0.0014525,NA,37,34.868,1.019,-0.634309725,-436.7020484,NA,mgO2/hr/kg,436.7020484,0.634309725,35.068,115
49,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,53,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1315.930803,-0.05257702,0.986,15491,15580,23171.92,20800.17,346.6695,23291.83,97.717,91.419,-0.046414877,1,-0.046414877,%Air,sec,0.07051,0.0014525,NA,37,34.982,1.019,-0.675415516,-465.0020767,NA,mgO2/hr/kg,465.0020767,0.675415516,35.182,115
50,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,54,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1510.175692,-0.059905106,0.977,15787,15877,23571.03,21199.28,353.3213333,23692.22,97.79,91.335,-0.053628523,1,-0.053628523,%Air,sec,0.07051,0.0014525,NA,37,35.091,1.019,-0.779126527,-536.4038054,NA,mgO2/hr/kg,536.4038054,0.779126527,35.291,115
51,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,55,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1295.605947,-0.050011828,0.97,16085,16174,23972.3,21600.55,360.0091667,24092.21,96.596,90.337,-0.043620553,1,-0.043620553,%Air,sec,0.07051,0.0014525,NA,37,35.178,1.019,-0.632912761,-435.740283,NA,mgO2/hr/kg,435.740283,0.632912761,35.378,115
52,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,57,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1616.038786,-0.061289581,0.97,16679,16768,24772.68,22400.93,373.3488333,24892.34,97.67,89.847,-0.054669209,1,-0.054669209,%Air,sec,0.07051,0.0014525,NA,37,35.521,1.019,-0.789213915,-543.3486508,NA,mgO2/hr/kg,543.3486508,0.789213915,35.721,115
53,14/07/2023,120.CPRE.154.30.1,120,CPRE,154,30,1,ASUS,ch3,58,CPRE550,CPRE533,core,Pretty Patches,96.02,45.56,99.44,47.85,-16.622,146.042,-16.622,146.042,1,114,365,21/03/2023,10,0.91808,1459.063309,-0.054095337,0.959,16974,17063,25172.13,22800.38,380.0063333,25291.98,97.595,90.305,-0.047360583,1,-0.047360583,%Air,sec,0.07051,0.0014525,NA,37,35.683,1.019,-0.682075251,-469.5870917,NA,mgO2/hr/kg,469.5870917,0.682075251,35.883,115
