"","exp_date","sampleID","clutch_number","reef.abbrv","tank","dev.temp","replicate","rep","male","female","region","population","male_standard_length","male_mass","female_standard_length","female_mass","male_lat","male_long","female_lat","female_long","clutch_order","days_in_treatment","egg_count","date_of_hatch","hatching_time","hatching_success","intercept_b0","slope_b1","rsq","row","endrow","time","time_lag_sec","time_lag_min","endtime","oxy","endoxy","rate.input","rank","rate","oxy.unit","time.unit","volume","mass","area","S","t","P","rate.abs","rate.m.spec","rate.a.spec","output.unit","rate.output","rate.output2","Temperature","age"
"49",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",54,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,1034.36665226291,-0.03969833120282,0.946,15802,15877,23593.87,21199.13,353.318833333333,23694.91,97.827,94.188,-0.0349554170835108,1,-0.0349554170835108,"%Air","sec",0.05,0.0010804,NA,37,35.124,1.019,-0.359942937115415,-333.157105808418,NA,"mgO2/hr/kg",333.157105808418,0.359942937115415,35.124,139
"50",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",55,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,502.837685485742,-0.016912273480999,0.909,16099,16174,23993.81,21599.07,359.9845,24094.9,97.202,95.104,-0.0124713881672244,1,-0.0124713881672244,"%Air","sec",0.05,0.0010804,NA,37,35.18,1.019,-0.128313961514844,-118.765236500226,NA,"mgO2/hr/kg",118.765236500226,0.128313961514844,35.18,139
"51",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",57,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,995.612339196563,-0.0362377830835351,0.936,16693,16768,24794.19,22399.45,373.324166666667,24895.04,96.837,92.908,-0.0324012045763987,1,-0.0324012045763987,"%Air","sec",0.05,0.0010804,NA,37,35.529,1.019,-0.331650880435812,-306.970455790274,NA,"mgO2/hr/kg",306.970455790274,0.331650880435812,35.529,139
"52",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",58,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,1888.31239999099,-0.0711576970923418,0.978,16988,17063,25193.66,22798.92,379.982,25294.71,95.559,89.328,-0.0676228491111949,1,-0.0676228491111949,"%Air","sec",0.05,0.0010804,NA,37,35.666,1.019,-0.690775161949599,-639.36982779489,NA,"mgO2/hr/kg",639.36982779489,0.690775161949599,35.666,139
"53",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",59,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,1456.12464131078,-0.0530518548694728,0.981,17285,17360,25593.72,23198.98,386.649666666667,25694.91,98.017,93.163,-0.0498191602916451,1,-0.0498191602916451,"%Air","sec",0.05,0.0010804,NA,37,35.818,1.019,-0.507771529043976,-469.984754761177,NA,"mgO2/hr/kg",469.984754761177,0.507771529043976,35.818,139
"54",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",60,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,1493.85118563931,-0.0536802345865586,0.909,17582,17657,25993.84,23599.1,393.318333333333,26094.7,97.501,92.47,-0.0507495612628845,1,-0.0507495612628845,"%Air","sec",0.05,0.0010804,NA,37,35.919,1.019,-0.516487310847534,-478.051935253178,NA,"mgO2/hr/kg",478.051935253178,0.516487310847534,35.919,139
"55",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",61,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,1226.542494966,-0.042807004715831,0.984,17880,17955,26395.2,24000.46,400.007666666667,26496,96.635,92.072,-0.0401793909611822,1,-0.0401793909611822,"%Air","sec",0.05,0.0010804,NA,37,36.003,1.019,-0.40840883385102,-378.016321594798,NA,"mgO2/hr/kg",378.016321594798,0.40840883385102,36.003,139
"56",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",62,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,1797.76564182728,-0.0634876871683488,0.997,18177,18252,26794.71,24399.97,406.666166666667,26895.59,96.492,90.425,-0.0611617888369278,1,-0.0611617888369278,"%Air","sec",0.05,0.0010804,NA,37,36.166,1.019,-0.620203118403578,-574.04953573082,NA,"mgO2/hr/kg",574.04953573082,0.620203118403578,36.166,139
"57",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",63,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,1762.28153107635,-0.0612492099227958,0.925,18474,18549,27194.17,24799.43,413.323833333333,27294.93,95.81,89.053,-0.0592249137438894,1,-0.0592249137438894,"%Air","sec",0.05,0.0010804,NA,37,36.278,1.019,-0.599578345144469,-554.959593802729,NA,"mgO2/hr/kg",554.959593802729,0.599578345144469,36.278,139
"58",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",64,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,2601.71078781231,-0.0907594863168689,0.97,18771,18846,27593.53,25198.79,419.979833333333,27694.23,96.702,87.435,-0.0890367394308109,1,-0.0890367394308109,"%Air","sec",0.05,0.0010804,NA,37,36.338,1.019,-0.900594938422842,-833.575470587599,NA,"mgO2/hr/kg",833.575470587599,0.900594938422842,36.338,139
"59",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",65,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,1919.30241394124,-0.0651359352019513,0.976,19070,19144,27995.29,25600.55,426.675833333333,28094.7,96.491,89.121,-0.0637160855302295,1,-0.0637160855302295,"%Air","sec",0.05,0.0010804,NA,37,36.394,1.019,-0.643952318005744,-596.031393933491,NA,"mgO2/hr/kg",596.031393933491,0.643952318005744,36.394,139
"60",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",66,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,2660.36520233776,-0.0903911715189519,0.993,19367,19442,28394.21,25999.47,433.3245,28494.85,93.682,84.588,-0.0892730259433866,1,-0.0892730259433866,"%Air","sec",0.05,0.0010804,NA,37,36.577,1.019,-0.899837477329329,-832.874377387383,NA,"mgO2/hr/kg",832.874377387383,0.899837477329329,36.577,139
"61",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",67,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,1642.26876714255,-0.053793652551314,0.994,19665,19740,28794.37,26399.63,439.993833333333,28895.15,93.413,88.186,-0.0529777358928766,1,-0.0529777358928766,"%Air","sec",0.05,0.0010804,NA,37,36.659,1.019,-0.533356677329786,-493.665936069776,NA,"mgO2/hr/kg",493.665936069776,0.533356677329786,36.659,139
"62",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",69,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,323.3322172496,-0.0075823913460196,0.909,20261,20335,29595.48,27200.74,453.345666666667,29694.99,98.926,98.211,-0.00737094384890947,1,-0.00737094384890947,"%Air","sec",0.05,0.0010804,NA,37,36.817,1.019,-0.0740368000603498,-68.5272121995092,NA,"mgO2/hr/kg",68.5272121995092,0.0740368000603498,36.817,139
"63",2023-07-14,"101.STBI.135.30.1","101","STBI","135","30","1",70,"LSBI028","LSBI027","leading","St. Bee's Island",90,33.61,91.51,NA,-20.927,149.663,-20.927,149.663,3,89,294,2023-02-25,10,0.92226,325.703008317324,-0.0075519129569526,0.929,20557,20632,29993.65,27598.91,459.981833333333,30094.59,99.09,98.517,-0.00764167871624151,1,-0.00764167871624151,"%Air","sec",0.05,0.0010804,NA,37,36.982,1.019,-0.0765721420018616,-70.8738818973173,NA,"mgO2/hr/kg",70.8738818973173,0.0765721420018616,36.982,139
